ocel:activity,ocel:timestamp,ocel:type:MAT,ocel:type:PLA,ocel:type:PO_ITEM,ocel:type:SO_ITEM,ocel:type:CUSTOMER,ocel:type:SUPPLIER,Stock Before,Stock After,ocel:type:MAT_PLA,ocel:eid,Annual Demand (D_m),Average Daily Demand (d_m),Std Dev of Daily Demand (σ_m),Average Lead Time (l_m),EOQ,Safety Stock (SS),Reorder Point (ROP),OS,CUMCOUNT,INVCUMCOUNT,Current Status,Status Change Happened,Status Change Happened2,Status Change Happened3,Status Change Happened4
START UNDERSTOCK,2024-05-21 00:02:59,['MAT-2'],['Plant2'],,['SO_ITEM--51-1'],['CUSTOMER--25'],,0.0,0.0,['MAT-2_Plant2'],e20_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Sales Order Item (Understock),2024-05-21 00:03:00,['MAT-2'],['Plant2'],,['SO_ITEM--51-1'],['CUSTOMER--25'],,0.0,0.0,['MAT-2_Plant2'],e20,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2024-05-21 00:03:01,['MAT-2'],['Plant2'],,['SO_ITEM--51-1'],['CUSTOMER--25'],,0.0,0.0,['MAT-2_Plant2'],e20_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START UNDERSTOCK,2023-11-16 00:02:09,['MAT-2'],['Plant3'],['PO_ITEM--83-2'],,,['SUPPLIER--12'],0.0,0.0,['MAT-2_Plant3'],e15_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-16 00:02:10,['MAT-2'],['Plant3'],['PO_ITEM--83-2'],,,['SUPPLIER--12'],0.0,0.0,['MAT-2_Plant3'],e15,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-04-21 00:02:30,['MAT-2'],['Plant3'],,['SO_ITEM--156-5'],['CUSTOMER--11'],,0.0,0.0,['MAT-2_Plant3'],e17,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Understock,,,,
Create Sales Order Item (Understock),2024-04-24 00:02:40,['MAT-2'],['Plant3'],,['SO_ITEM--45-1'],['CUSTOMER--13'],,0.0,0.0,['MAT-2_Plant3'],e18,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Understock,,,,
Create Purchase Order Item (Understock),2024-05-14 00:02:50,['MAT-2'],['Plant3'],['PO_ITEM--109-1'],,,['SUPPLIER--15'],0.0,0.0,['MAT-2_Plant3'],e19,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,,
Create Purchase Order Item (Understock),2024-09-25 00:03:20,['MAT-2'],['Plant3'],['PO_ITEM--133-1'],,,['SUPPLIER--20'],0.0,0.0,['MAT-2_Plant3'],e22,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-09-25 00:03:21,['MAT-2'],['Plant3'],['PO_ITEM--133-1'],,,['SUPPLIER--20'],0.0,0.0,['MAT-2_Plant3'],e22_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2024-01-22 00:02:19,['MAT-2'],['Plant5'],,['SO_ITEM--159-1'],['CUSTOMER--2'],,0.0,0.0,['MAT-2_Plant5'],e16_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-01-22 00:02:20,['MAT-2'],['Plant5'],,['SO_ITEM--159-1'],['CUSTOMER--2'],,0.0,0.0,['MAT-2_Plant5'],e16,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-07-16 00:03:10,['MAT-2'],['Plant5'],,['SO_ITEM--110-2'],['CUSTOMER--48'],,0.0,0.0,['MAT-2_Plant5'],e21,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-07-16 00:03:11,['MAT-2'],['Plant5'],,['SO_ITEM--110-2'],['CUSTOMER--48'],,0.0,0.0,['MAT-2_Plant5'],e21_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-05-25 00:56:29,['MAT-30'],['Plant1'],,['SO_ITEM--175-1'],['CUSTOMER--3'],,41.0,41.0,['MAT-30_Plant1'],e369_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Sales Order Item (Overstock),2024-05-25 00:56:30,['MAT-30'],['Plant1'],,['SO_ITEM--175-1'],['CUSTOMER--3'],,41.0,41.0,['MAT-30_Plant1'],e369,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-05-25 00:56:31,['MAT-30'],['Plant1'],,['SO_ITEM--175-1'],['CUSTOMER--3'],,41.0,41.0,['MAT-30_Plant1'],e369_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START UNDERSTOCK,2023-12-01 00:55:49,['MAT-30'],['Plant2'],,['SO_ITEM--135-1'],['CUSTOMER--1'],,0.0,0.0,['MAT-30_Plant2'],e365_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-12-01 00:55:50,['MAT-30'],['Plant2'],,['SO_ITEM--135-1'],['CUSTOMER--1'],,0.0,0.0,['MAT-30_Plant2'],e365,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-08-08 00:57:09,['MAT-30'],['Plant2'],['PO_ITEM--137-1'],,,['SUPPLIER--18'],41.0,41.0,['MAT-30_Plant2'],e373_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Order Item (Overstock),2024-08-08 00:57:10,['MAT-30'],['Plant2'],['PO_ITEM--137-1'],,,['SUPPLIER--18'],41.0,41.0,['MAT-30_Plant2'],e373,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-08-11 00:57:20,['MAT-30'],['Plant2'],,['SO_ITEM--52-1'],['CUSTOMER--5'],,41.0,41.0,['MAT-30_Plant2'],e374,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Overstock,,,,
Create Purchase Order Item (Overstock),2024-08-22 00:57:30,['MAT-30'],['Plant2'],['PO_ITEM--111-1'],,,['SUPPLIER--18'],41.0,41.0,['MAT-30_Plant2'],e375,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Overstock,,,,
Goods Receipt (Overstock),2024-09-21 00:58:00,['MAT-30'],['Plant2'],['PO_ITEM--135-3'],,,['SUPPLIER--6'],84.0,167.0,['MAT-30_Plant2'],e378,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-09-21 00:58:01,['MAT-30'],['Plant2'],['PO_ITEM--135-3'],,,['SUPPLIER--6'],84.0,167.0,['MAT-30_Plant2'],e378_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2023-12-05 00:55:59,['MAT-30'],['Plant3'],,['SO_ITEM--134-2'],['CUSTOMER--14'],,0.0,0.0,['MAT-30_Plant3'],e366_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-12-05 00:56:00,['MAT-30'],['Plant3'],,['SO_ITEM--134-2'],['CUSTOMER--14'],,0.0,0.0,['MAT-30_Plant3'],e366,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-06-06 00:56:39,['MAT-30'],['Plant3'],['PO_ITEM--88-5'],,,['SUPPLIER--30'],41.0,41.0,['MAT-30_Plant3'],e370_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Order Item (Overstock),2024-06-06 00:56:40,['MAT-30'],['Plant3'],['PO_ITEM--88-5'],,,['SUPPLIER--30'],41.0,41.0,['MAT-30_Plant3'],e370,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Goods Receipt (Overstock),2024-08-28 00:57:40,['MAT-30'],['Plant3'],['PO_ITEM--81-1'],,,['SUPPLIER--19'],41.0,84.0,['MAT-30_Plant3'],e376,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-08-28 00:57:41,['MAT-30'],['Plant3'],['PO_ITEM--81-1'],,,['SUPPLIER--19'],41.0,84.0,['MAT-30_Plant3'],e376_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-05-06 00:56:19,['MAT-30'],['Plant4'],['PO_ITEM--46-2'],,,['SUPPLIER--21'],41.0,41.0,['MAT-30_Plant4'],e368_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-05-06 00:56:20,['MAT-30'],['Plant4'],['PO_ITEM--46-2'],,,['SUPPLIER--21'],41.0,41.0,['MAT-30_Plant4'],e368,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-09-08 00:57:50,['MAT-30'],['Plant4'],['PO_ITEM--124-1'],,,['SUPPLIER--16'],84.0,84.0,['MAT-30_Plant4'],e377,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,,
Create Sales Order Item (Overstock),2024-09-25 00:58:10,['MAT-30'],['Plant4'],,['SO_ITEM--87-1'],['CUSTOMER--17'],,167.0,167.0,['MAT-30_Plant4'],e379,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-09-25 00:58:11,['MAT-30'],['Plant4'],,['SO_ITEM--87-1'],['CUSTOMER--17'],,167.0,167.0,['MAT-30_Plant4'],e379_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-04-13 00:56:09,['MAT-30'],['Plant5'],['PO_ITEM--17-3'],,,['SUPPLIER--12'],0.0,41.0,['MAT-30_Plant5'],e367_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2024-04-13 00:56:10,['MAT-30'],['Plant5'],['PO_ITEM--17-3'],,,['SUPPLIER--12'],0.0,41.0,['MAT-30_Plant5'],e367,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-07-13 00:56:50,['MAT-30'],['Plant5'],['PO_ITEM--89-5'],,,['SUPPLIER--23'],41.0,41.0,['MAT-30_Plant5'],e371,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,,
Create Purchase Suggestion Item (Overstock),2024-07-20 00:57:00,['MAT-30'],['Plant5'],,,,,41.0,41.0,['MAT-30_Plant5'],e372,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-07-20 00:57:01,['MAT-30'],['Plant5'],,,,,41.0,41.0,['MAT-30_Plant5'],e372_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2024-09-19 00:59:59,['MAT-31'],['Plant1'],,['SO_ITEM--179-1'],['CUSTOMER--19'],,0.0,0.0,['MAT-31_Plant1'],e391_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Sales Order Item (Understock),2024-09-19 01:00:00,['MAT-31'],['Plant1'],,['SO_ITEM--179-1'],['CUSTOMER--19'],,0.0,0.0,['MAT-31_Plant1'],e391,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2024-09-19 01:00:01,['MAT-31'],['Plant1'],,['SO_ITEM--179-1'],['CUSTOMER--19'],,0.0,0.0,['MAT-31_Plant1'],e391_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START OVERSTOCK,2023-11-06 00:58:29,['MAT-31'],['Plant2'],['PO_ITEM--130-1'],,,['SUPPLIER--26'],39.0,39.0,['MAT-31_Plant2'],e382_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-11-06 00:58:30,['MAT-31'],['Plant2'],['PO_ITEM--130-1'],,,['SUPPLIER--26'],39.0,39.0,['MAT-31_Plant2'],e382,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2024-04-25 00:59:29,['MAT-31'],['Plant2'],,,['CUSTOMER--672392'],,39.0,0.0,['MAT-31_Plant2'],e388_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2024-04-25 00:59:30,['MAT-31'],['Plant2'],,,['CUSTOMER--672392'],,39.0,0.0,['MAT-31_Plant2'],e388,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Create Sales Order Item (Understock),2024-06-14 00:59:40,['MAT-31'],['Plant2'],,['SO_ITEM--181-1'],['CUSTOMER--37'],,0.0,0.0,['MAT-31_Plant2'],e389,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,,,,
Create Sales Order Item (Understock),2024-07-31 00:59:50,['MAT-31'],['Plant2'],,['SO_ITEM--112-1'],['CUSTOMER--3'],,0.0,0.0,['MAT-31_Plant2'],e390,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-07-31 00:59:51,['MAT-31'],['Plant2'],,['SO_ITEM--112-1'],['CUSTOMER--3'],,0.0,0.0,['MAT-31_Plant2'],e390_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2024-01-07 00:58:39,['MAT-31'],['Plant4'],,['SO_ITEM--125-2'],['CUSTOMER--26'],,0.0,0.0,['MAT-31_Plant4'],e383_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-01-07 00:58:40,['MAT-31'],['Plant4'],,['SO_ITEM--125-2'],['CUSTOMER--26'],,0.0,0.0,['MAT-31_Plant4'],e383,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-04-18 00:59:10,['MAT-31'],['Plant4'],['PO_ITEM--120-5'],,,['SUPPLIER--6'],0.0,0.0,['MAT-31_Plant4'],e386,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-04-18 00:59:11,['MAT-31'],['Plant4'],['PO_ITEM--120-5'],,,['SUPPLIER--6'],0.0,0.0,['MAT-31_Plant4'],e386_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-11-05 00:58:19,['MAT-31'],['Plant5'],['PO_ITEM--48-4'],,,['SUPPLIER--1'],0.0,0.0,['MAT-31_Plant5'],e381_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-05 00:58:20,['MAT-31'],['Plant5'],['PO_ITEM--48-4'],,,['SUPPLIER--1'],0.0,0.0,['MAT-31_Plant5'],e381,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-02-26 00:58:50,['MAT-31'],['Plant5'],['PO_ITEM--3-4'],,,['SUPPLIER--12'],0.0,0.0,['MAT-31_Plant5'],e384,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Understock,,,,
Create Sales Order Item (Understock),2024-03-30 00:59:00,['MAT-31'],['Plant5'],,['SO_ITEM--64-3'],['CUSTOMER--4'],,0.0,0.0,['MAT-31_Plant5'],e385,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,,,,
Create Sales Order Item (Understock),2024-04-25 00:59:20,['MAT-31'],['Plant5'],,['SO_ITEM--113-1'],['CUSTOMER--49'],,0.0,0.0,['MAT-31_Plant5'],e387,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-04-25 00:59:21,['MAT-31'],['Plant5'],,['SO_ITEM--113-1'],['CUSTOMER--49'],,0.0,0.0,['MAT-31_Plant5'],e387_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-03-12 01:00:59,['MAT-32'],['Plant1'],,['SO_ITEM--142-1'],['CUSTOMER--44'],,168.0,168.0,['MAT-32_Plant1'],e398_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-03-12 01:01:00,['MAT-32'],['Plant1'],,['SO_ITEM--142-1'],['CUSTOMER--44'],,168.0,168.0,['MAT-32_Plant1'],e398,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-06-13 01:02:30,['MAT-32'],['Plant1'],,['SO_ITEM--184-2'],['CUSTOMER--42'],,189.0,189.0,['MAT-32_Plant1'],e407,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,,
Goods Receipt (Overstock),2024-08-19 01:02:40,['MAT-32'],['Plant1'],['PO_ITEM--63-2'],,,['SUPPLIER--26'],189.0,204.0,['MAT-32_Plant1'],e408,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-08-19 01:02:41,['MAT-32'],['Plant1'],['PO_ITEM--63-2'],,,['SUPPLIER--26'],189.0,204.0,['MAT-32_Plant1'],e408_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-02-02 01:00:29,['MAT-32'],['Plant2'],,['SO_ITEM--22-2'],['CUSTOMER--3'],,71.0,71.0,['MAT-32_Plant2'],e395_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-02-02 01:00:30,['MAT-32'],['Plant2'],,['SO_ITEM--22-2'],['CUSTOMER--3'],,71.0,71.0,['MAT-32_Plant2'],e395,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-04-28 01:02:10,['MAT-32'],['Plant2'],,['SO_ITEM--172-3'],['CUSTOMER--10'],,189.0,189.0,['MAT-32_Plant2'],e405,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-04-28 01:02:11,['MAT-32'],['Plant2'],,['SO_ITEM--172-3'],['CUSTOMER--10'],,189.0,189.0,['MAT-32_Plant2'],e405_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2024-01-10 01:00:09,['MAT-32'],['Plant3'],['PO_ITEM--145-1'],,,['SUPPLIER--9'],0.0,0.0,['MAT-32_Plant3'],e393_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,5,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-01-10 01:00:10,['MAT-32'],['Plant3'],['PO_ITEM--145-1'],,,['SUPPLIER--9'],0.0,0.0,['MAT-32_Plant3'],e393,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,5,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-02-03 01:00:39,['MAT-32'],['Plant3'],,['SO_ITEM--148-1'],['CUSTOMER--18'],,71.0,71.0,['MAT-32_Plant3'],e396_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,4,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-02-03 01:00:40,['MAT-32'],['Plant3'],,['SO_ITEM--148-1'],['CUSTOMER--18'],,71.0,71.0,['MAT-32_Plant3'],e396,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,4,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Goods Receipt (Overstock),2024-02-23 01:00:50,['MAT-32'],['Plant3'],['PO_ITEM--99-5'],,,['SUPPLIER--4'],71.0,168.0,['MAT-32_Plant3'],e397,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,3,Overstock,,,,
Goods Receipt (Overstock),2024-03-31 01:01:30,['MAT-32'],['Plant3'],['PO_ITEM--106-4'],,,['SUPPLIER--15'],168.0,225.0,['MAT-32_Plant3'],e401,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,2,Overstock,,,,
Create Sales Order Item (Overstock),2024-04-02 01:01:40,['MAT-32'],['Plant3'],,['SO_ITEM--186-1'],['CUSTOMER--48'],,225.0,225.0,['MAT-32_Plant3'],e402,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,1,Overstock,,,,
Goods Issue (Overstock),2024-04-05 01:01:50,['MAT-32'],['Plant3'],,,['CUSTOMER--860661'],,225.0,189.0,['MAT-32_Plant3'],e403,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,5,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-04-05 01:01:51,['MAT-32'],['Plant3'],,,['CUSTOMER--860661'],,225.0,189.0,['MAT-32_Plant3'],e403_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,5,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-01-28 01:00:19,['MAT-32'],['Plant4'],['PO_ITEM--98-1'],,,['SUPPLIER--11'],0.0,71.0,['MAT-32_Plant4'],e394_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2024-01-28 01:00:20,['MAT-32'],['Plant4'],['PO_ITEM--98-1'],,,['SUPPLIER--11'],0.0,71.0,['MAT-32_Plant4'],e394,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-03-26 01:01:20,['MAT-32'],['Plant4'],,['SO_ITEM--7-2'],['CUSTOMER--33'],,168.0,168.0,['MAT-32_Plant4'],e400,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,,
Create Sales Order Item (Overstock),2024-04-22 01:02:00,['MAT-32'],['Plant4'],,['SO_ITEM--73-2'],['CUSTOMER--3'],,189.0,189.0,['MAT-32_Plant4'],e404,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-04-22 01:02:01,['MAT-32'],['Plant4'],,['SO_ITEM--73-2'],['CUSTOMER--3'],,189.0,189.0,['MAT-32_Plant4'],e404_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-03-12 01:01:09,['MAT-32'],['Plant5'],,['SO_ITEM--142-2'],['CUSTOMER--44'],,168.0,168.0,['MAT-32_Plant5'],e399_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-03-12 01:01:10,['MAT-32'],['Plant5'],,['SO_ITEM--142-2'],['CUSTOMER--44'],,168.0,168.0,['MAT-32_Plant5'],e399,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Suggestion Item (Overstock),2024-05-04 01:02:20,['MAT-32'],['Plant5'],,,,,189.0,189.0,['MAT-32_Plant5'],e406,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-05-04 01:02:21,['MAT-32'],['Plant5'],,,,,189.0,189.0,['MAT-32_Plant5'],e406_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2023-12-07 01:02:49,['MAT-33'],['Plant1'],['PO_ITEM--148-3'],,,['SUPPLIER--30'],0.0,0.0,['MAT-33_Plant1'],e410_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-12-07 01:02:50,['MAT-33'],['Plant1'],['PO_ITEM--148-3'],,,['SUPPLIER--30'],0.0,0.0,['MAT-33_Plant1'],e410,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-04-18 01:03:20,['MAT-33'],['Plant1'],['PO_ITEM--120-1'],,,['SUPPLIER--6'],0.0,0.0,['MAT-33_Plant1'],e413,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,,
ST CHANGE Understock to Overstock,2024-05-29 01:03:39,['MAT-33'],['Plant1'],['PO_ITEM--60-3'],,,['SUPPLIER--3'],89.0,89.0,['MAT-33_Plant1'],e415_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
